slug,url,name,type,tags,cas_no,odour,solvent,synonyms,manufacturer
ethyl-propionate,https://pellwall.com/products/ethyl-propionate,Ethyl propionate,liquid,"['aroma-chemicals', 'ethereal', 'fruity', 'grape', 'ingredients-for-perfumery', 'juicy-fruit', 'liquids', 'molecules', 'pineapple', 'rum', 'sweet', 'wine']",['105-37-3'],,,"['2-methyl butyrate', 'ethyl propanoate', 'propionic ester', 'propionic ether']",
strawberry-furanone-natural-1,https://pellwall.com/products/strawberry-furanone-natural-1,"Strawberry Furanone, natural 1%",,[],['3658-77-3'],,,"['2,5-Dimethyl-4-Hydroxy-3(2H)-Furanone', '4-hydroxy-2,5-dimethylfuran-3-one', 'Furaneol', 'Furanone', 'Furonol', 'Walnut Furanone']",
rose-absolute,https://pellwall.com/products/rose-absolute,Rose Absolute,liquid,"['absolutes', 'animalic', 'complex', 'floral', 'fresh', 'green', 'honey', 'ingredients-for-perfumery', 'liquids', 'natural-ingredients-for-perfumery', 'radiant', 'resinous', 'rose', 'spicy', 'warm']",['8007-01-0'],,,['Rosa damascena extract'],
myrac-aldehyde,https://pellwall.com/products/myrac-aldehyde,Myrac Aldehyde,liquid,"['airy', 'aldehydic', 'aroma-chemicals', 'citrus', 'clean', 'floral', 'fresh', 'fruity', 'greasy', 'high-impact-materials', 'ingredients-for-perfumery', 'liquids', 'marine', 'metallic', 'molecules', 'orange', 'outdoors', 'ozone']","['37677-14-8', '52475-89-5']","['citrus', 'aldehydic', 'floral', 'fresh air']",,"['4-(4-methylpent-3-enyl)cyclohex-3-ene-1-carbaldehyde', 'empetaal;\xa0empetal', 'iso-hexenyl cyclopentenyl carbaldehyde;\xa0myracal;\xa0myraldeine;\xa0myraldene;\xa0myrcenal;\xa0myroldal;\xa0synflor;\xa0towanal;\xa0vertomugal']",
isoamyl-propionate,https://pellwall.com/products/isoamyl-propionate,Isoamyl Propionate,liquid,"['aroma-chemicals', 'banana', 'fruity', 'ingredients-for-perfumery', 'liquids', 'molecules', 'pineapple', 'ripe', 'sweet', 'tropical-fruit']",['105-68-0'],,,['3-methylbutyl propanate'],
dihydroeugenol,https://pellwall.com/products/dihydroeugenol,Dihydroeugenol,liquid,"['allspice', 'aroma-chemicals', 'balsamic', 'cinnamon', 'clove', 'dry', 'fresh', 'ingredients-for-perfumery', 'liquids', 'molecules', 'phenolic', 'spicy', 'sweet', 'woody']",['2785-87-7'],,,"['2-methoxy-4-propylphenol', '4-Propylguaiacol dihydro eugenol']",
damascenone,https://pellwall.com/products/damascenone,Damascenone,liquid,"['apple', 'aroma-chemicals', 'earthy', 'floral', 'fresh', 'fruity', 'high-impact-materials', 'ingredients-for-perfumery', 'liquids', 'molecules', 'natural', 'plum', 'radiant', 'raspberry', 'rose', 'spicy', 'sweet', 'tobacco']",['23696-85-7'],"['sweet', 'fruity-apple', 'floral-rose', 'natural', 'raspberry', 'spicy']",,"['beta-damascenone', '(E)-1-(2,6,6-trimethyl-1-cyclohexa-1,3-dienyl)but-2-en-1-one', 'Fermentone', 'Rose Ketone-4', 'Rosenone']",IFF
cyclemax,https://pellwall.com/products/cyclemax,Cyclemax,liquid,"['aroma-chemicals', 'clean', 'floral', 'fresh', 'fruity', 'green', 'ingredients-for-perfumery', 'lily-of-the-valley', 'liquids', 'magnolia', 'melon', 'molecules', 'muguet', 'natural', 'petal', 'radiant', 'soft', 'tuberose', 'watery', 'woody']",['7775-00-0'],,,"['3-(4-propan-2-ylphenyl)propanal', 'cuminyl acetaldehyde', '3-iso-(propyl-phenyl)-propionaldehyde']",IFF
aldehyde-citron,https://pellwall.com/products/aldehyde-citron,Aldehyde Citron,liquid,"['aldehydic', 'aroma-chemicals', 'blends-and-bases', 'citrus', 'floral', 'fresh', 'fruity', 'ingredients-for-perfumery', 'juicy', 'lemon', 'liquids', 'natural', 'refreshing']",[],,,['Citrus speciality'],Firmenich
2-tridecenal-1,https://pellwall.com/products/2-tridecenal-1,"2-Tridecenal, 1%",,"['citrus', 'clean', 'coriander', 'fresh', 'green', 'herbal', 'lime', 'natural', 'peel', 'radiant', 'sweet', 'waxy']",['7774-82-5'],"['citrus-lime', 'coriander', 'fresh', 'peel', 'waxy']",- IPM to form a 1% solution of 2-Tridecenal,"['2-tridecenal (high trans)', '3-decyl acrolein', 'tridec-2-enal']",
tangerinol,https://pellwall.com/products/tangerinol,Tangerinol,liquid,"['aroma-chemicals', 'bitter', 'citrus', 'fresh', 'fruity', 'green', 'ingredients-for-perfumery', 'liquids', 'marine', 'molecules', 'saltwater', 'seaweed', 'tangerine', 'waxy']",['914-82-37-0'],"['green-citrus', 'bitter', 'fresh', 'marine-seaweed']",,"['trans,cis- dihydropseudoionyl acetate', 'tangerine acetate']",Givaudan
exaltone,https://pellwall.com/products/exaltone,Exaltone,solid,"['animalic', 'aroma-chemicals', 'erogenic', 'fixatives', 'ingredients-for-perfumery', 'molecules', 'musk', 'musks', 'powdery', 'radiant', 'solids', 'sweet']",['502-72-7'],,,"['Cyclopentadecanone', 'muscosyn', 'nor-muscone', 'romanone extra pure']",Firmenich
lindenol,https://pellwall.com/products/lindenol,Lindenol,solid,"['aroma-chemicals', 'clean', 'floral', 'fresh', 'ingredients-for-perfumery', 'lilac', 'linden-blossom', 'liquids', 'molecules', 'pine', 'solids', 'sweet']",['98-55-5'],,,['alpha-Terpineol'],
rosyrane-super,https://pellwall.com/products/rosyrane-super,Rosyrane Super,liquid,"['aroma-chemicals', 'floral', 'geranium', 'green', 'hyacinth', 'ingredients-for-perfumery', 'lily-of-the-valley', 'liquids', 'molecules', 'muguet', 'rose']",['60335-71-9'],"['floral-rose & muguet', 'green-gernaium and hyacinth']",,"['4-methyl-2-phenyl-3,6-dihydro-2H-pyran', 'floral pyran']",Givaudan
trans-2-hexenal-0-1-in-ethanol,https://pellwall.com/products/trans-2-hexenal-0-1-in-ethanol,trans-2-Hexenal 0.1% in ethanol,liquid,"['apple', 'aroma-chemicals', 'clean', 'floral', 'fresh', 'fruity', 'green', 'high-impact-materials', 'ingredients-for-perfumery', 'leafy', 'liquids', 'molecules', 'plum', 'radiant', 'sharp', 'sweet', 'vegetable']",['6728-26-3'],"['leafy-green', 'fruity-apple', 'sweet', 'fresh\xa0']",- ethanol (denat.) to form a 0.1% solution of trans-2-Hexenal,"['beta-propyl acrolein;\xa0leaf\xa0aldehyde', 'trans-2-hexenyl aldehyde;\xa0T2-hexenal']",
sweet-basil-oil,https://pellwall.com/products/sweet-basil-oil,Sweet Basil Oil,liquid,[],['8015-73-4'],,,"['Basil\xa0oil', 'Basil Oil', 'Comoric', 'Basil Oil', 'sweet;\xa0Ocimum basilicum – linalool\xa0type']",
lavender-aldehyde-10,https://pellwall.com/products/lavender-aldehyde-10,Lavender Aldehyde - 10%,liquid,"['aroma-chemicals', 'blueberry', 'cedar', 'clary-sage', 'dirty-socks', 'green', 'herbaceous', 'herbal', 'high-impact-materials', 'ingredients-for-perfumery', 'lavender', 'liquids', 'minty', 'molecules', 'musty', 'natural', 'refreshing', 'resinous', 'tomato', 'woody']",['35158-25-9'],,Ethanol to form a 10% solution of lavender aldehyde,"['isodihydrolavandulal', 'iso dihydro lavandulal', 'iso-dihydro lavandulyl aldehyde', 'isopropyl methyl hexenal']",
decenal-4-trans-1,https://pellwall.com/products/decenal-4-trans-1,Decenal 4 Trans 1%,liquid,"['aldehydic', 'aroma-chemicals', 'citrus', 'fresh', 'fruity', 'green', 'high-impact-materials', 'ingredients-for-perfumery', 'liquids', 'mandarin', 'molecules', 'natural', 'orange', 'orange-blossom', 'radiant', 'tangerine']",['65405-70-1'],"['fresh-citrus', 'aldehydic', 'orange', 'mandarin', 'tangerine', 'green']",Ethanol (denat) to form a 1% solution of Decenal 4 Trans,"['dec-4-enal', 'decenal-4-trans', 'trans-4-decen-1-al']",Givaudan
acetanisole-crystals,https://pellwall.com/products/acetanisole-crystals,Acetanisole Crystals,,"['acacia', 'anisic', 'balsamic', 'coumarin', 'cyclamen', 'floral', 'hawthorn', 'powdery', 'sweet']",['100-06-1'],,,"['4-Methoxyacetophenone;\xa0Aubepinol', 'Crataegon', 'Heliopon', 'Melitone', 'Melilot']",
4-oxoisophorone,https://pellwall.com/products/4-oxoisophorone,4-Oxoisophorone,,"['floral', 'honey', 'musty', 'sweet', 'tea', 'tobacco', 'woody']",['1125-21-9'],,,"['2,6,6-trimethyl cyclohex-2-ene-1,4-dione', 'ketoisophorone', 'Oxophorone-4']",
para-cresyl-phenyl-acetate,https://pellwall.com/products/para-cresyl-phenyl-acetate,para-Cresyl Phenyl Acetate,solid,"['animalic', 'aroma-chemicals', 'daffodil', 'fixatives', 'floral', 'honey', 'horse', 'hyacinth', 'ingredients-for-perfumery', 'jonquil', 'lily', 'molecules', 'solids']",['101-94-0'],"['floral-lily-hyacinth-jonquil', 'animalic-horse', 'honey']",,"['1,2-Tolyl phenylacetate', 'Cresyl Phenyl Acetate Para', 'Narcissin']",Givaudan
verdalia-a,https://pellwall.com/products/verdalia-a,Verdalia A,liquid,"['aroma-chemicals', 'floral', 'fruity', 'green', 'herbaceous', 'ingredients-for-perfumery', 'liquids', 'molecules', 'sweet', 'watermelon']",['53018-24-9'],,,['tropical indene'],Givaudan
geranyl-acetone,https://pellwall.com/products/geranyl-acetone,Geranyl Acetone,liquid,"['aroma-chemicals', 'floral', 'fresh', 'green', 'ingredients-for-perfumery', 'liquids', 'magnolia', 'molecules', 'penetrating', 'rose', 'sweet']",['689-67-8'],"['fresh-floral', 'sweet-rosy', 'slightly green', 'magnolia-like']",,"['6,10-dimethylundeca-5,9-dien-2-one']",Givaudan
cedryl-acetate-liquid,https://pellwall.com/products/cedryl-acetate-liquid,Cedryl acetate liquid,solid,"['aroma-chemicals', 'balsamic', 'cedar', 'earthy', 'fixatives', 'ingredients-for-perfumery', 'leather', 'liquids', 'molecules', 'musks', 'soft', 'solids', 'woody']",['77-54-3'],,,['cedrol acetate'],SAFC
reseda-body,https://pellwall.com/products/reseda-body,Reseda Body,liquid,[],['67633-94-7'],"['floral-hyacinth', 'mignonette', 'narcissus and sweet pea', 'green-stringbean']",,"['2-(cyclohexylmethyl)-4,4,6-trimethyl-1,3-dioxane', 'phenyl acetaldehyde hexylene glycol cyclic acetal', 'reseda acetal', 'reseda tone']",
pivarose,https://pellwall.com/products/pivarose,Pivarose,liquid,"['aroma-chemicals', 'balsamic', 'berry', 'blueberry', 'fixatives', 'floral', 'fruity', 'geranium', 'herbal', 'ingredients-for-perfumery', 'liquids', 'molecules', 'rose', 'spicy', 'sweet', 'warm']",['67662-96-8'],,,"['2-PHENYLETHYL 2,2-DIMETHYLPROPANOATE', 'Centifoyl', 'Centifolyl', 'phenethyl pivalate']",Givaudan
isoamyl-isovalerate,https://pellwall.com/products/isoamyl-isovalerate,Isoamyl isovalerate,liquid,"['apple', 'aroma-chemicals', 'fruity', 'green', 'ingredients-for-perfumery', 'jam', 'liquids', 'molecules', 'ripe', 'sweet', 'tropical-fruit']",['659-70-1'],,,"['apple oil', 'iso amyl isopentanoate', 'iso amyl 3-methyl butanoate', '3-methyl butyl 3-methyl butanoate']",
geranyl-isobutyrate,https://pellwall.com/products/geranyl-isobutyrate,Geranyl Isobutyrate,liquid,"['apple', 'apricot', 'aroma-chemicals', 'buttery', 'citrus', 'fixatives', 'floral', 'fruity', 'green', 'ingredients-for-perfumery', 'liquids', 'molecules', 'peach', 'powdery', 'rose', 'sour', 'sweet', 'warm']",['2345-26-8'],,,"['[(2E)-3,7-dimethylocta-2,6-dienyl] 2-methylpropanoate']",
galbanum-pyrazine-0-1-in-tec,https://pellwall.com/products/galbanum-pyrazine-0-1-in-tec,Galbanum Pyrazine 0.1% in TEC,liquid,"['aroma-chemicals', 'bell-pepper', 'galbanum', 'green', 'green-peas', 'high-impact-materials', 'ingredients-for-perfumery', 'liquids', 'molecules', 'natural', 'nutty', 'out-of-stock', 'roasted']",['24683-00-9'],,TEC to form a 0.1% solution of galbanum pyrazine,['2-isobutyl-3-methoxypyrazine'],
delta-carene,https://pellwall.com/products/delta-carene,delta-Carene,liquid,"['aroma-chemicals', 'clean', 'fresh', 'ingredients-for-perfumery', 'lemon', 'liquids', 'molecules', 'peppery', 'sharp', 'spicy', 'sweet', 'thyme', 'woody']",['13466-78-9'],,,['delta-3-Carene'],
pinene-beta,https://pellwall.com/products/pinene-beta,Pinene beta,liquid,"['aroma-chemicals', 'dry', 'fresh', 'ingredients-for-perfumery', 'liquids', 'molecules', 'pine', 'resinous', 'woody']",['127-91-3'],,,[],
vetiveryl-acetate-haiti,https://pellwall.com/products/vetiveryl-acetate-haiti,Vetiveryl acetate - Haiti,liquid,"['aroma-chemicals', 'fixatives', 'ingredients-for-perfumery', 'liquids', 'molecules', 'vetiveryl-acetate-haiti', 'zanos-collaboration']",['84082-84-8'],"['sweet-woody', 'fresh', 'dry']",,"['chrysopogon zizanioides extract acetylated;\xa0vertiver acetate', 'vetiver extract acetylated;\xa0vetiveryl acetate (ex vetiver haiti);\xa0vetiveria zizanioides,ext.', 'acetylated']",
corps-oranger-20-in-bb,https://pellwall.com/products/corps-oranger-20-in-bb,Corps Oranger 20% in BB,liquid,"['airy', 'aroma-chemicals', 'fixatives', 'floral', 'fresh', 'green', 'ingredients-for-perfumery', 'leafy', 'liquids', 'molecules', 'orange-blossom', 'ozone']",['111753-60-7'],"['fresh', 'airy', 'floral-orangeblossom', 'ozone', 'green-leafy']",Benzyl benzoate to form a 20% solution of Corps Orange,[],"Symrise, dilution by Pell Wall"
cinnamyl-cinnamate,https://pellwall.com/products/cinnamyl-cinnamate,Cinnamyl cinnamate,solid,"['aroma-chemicals', 'balsamic', 'cinnamon', 'fixatives', 'floral', 'ingredients-for-perfumery', 'jasmine', 'mild', 'molecules', 'rose', 'soft', 'solids', 'sweet']",['122-69-0'],"['floral', 'balsamic', 'sweet', 'floral-jasmin and rose', 'plus a slight spicy-cinnamon nuance']","IPM to form a 50% solution of cinnamyl cinnamate, but see below for the option to have it undiluted","['phenyl allyl cinnamate', '3-phenylprop-2-enyl 3-phenylprop-2-enoate', 'styracin']",
tabanon-10,https://pellwall.com/products/tabanon-10,Tabanon 10%,liquid,"['acorn', 'aroma-chemicals', 'dry', 'fruity', 'high-impact-materials', 'ingredients-for-perfumery', 'liquids', 'molecules', 'plum', 'sweet', 'tobacco', 'warm']",['13215-88-8'],"['warm-tobacco', 'sweet', 'fruity-plum', 'acorn', 'dry']",DEP to form a 10% solution of Tabanon,"['butenylidene trimethyl cyclohexenone', 'megastigmatrienone', 'tababone', 'tabanone', '(E,E/E,Z)-tobacco cyclohexenone']",Symrise
peppermint-oil,https://pellwall.com/products/peppermint-oil,Peppermint Oil,liquid,"['essential-oils', 'ingredients-for-perfumery', 'liquids', 'natural-ingredients-for-perfumery', 'peppermint']",[],,,[],
herboxane,https://pellwall.com/products/herboxane,Herboxane,liquid,"['aroma-chemicals', 'aromatic', 'basil', 'bell-pepper', 'chamomile', 'cooling', 'fresh', 'green', 'herbal', 'ingredients-for-perfumery', 'liquids', 'molecules', 'spicy']",['54546-26-8'],,,['Herbal acetal'],
fenchol,https://pellwall.com/products/fenchol,Fenchol,solid,"['aroma-chemicals', 'camphoraceous', 'earthy', 'ingredients-for-perfumery', 'lemon', 'lime', 'liquids', 'medicinal', 'minty', 'molecules', 'mushroom', 'pine', 'solids', 'sweet', 'woody']",['1632-73-1'],,,"['1,3,3-trimethylbicyclo[2.2.1]heptan-2-ol']",
doa,https://pellwall.com/products/doa,DOA,liquid,"['ingredients-for-perfumery', 'liquids', 'near-odourless', 'solvents-amp-additives']",['123-79-5'],,,['Dioctyl adipate dicaprylyl adipate'],
cis-6-nonenol-1-dpg,https://pellwall.com/products/cis-6-nonenol-1-dpg,cis-6-Nonenol 1% DPG,liquid,"['aroma-chemicals', 'clean', 'cucumber', 'fresh', 'green', 'high-impact-materials', 'ingredients-for-perfumery', 'liquids', 'melon', 'molecules', 'natural', 'radiant', 'refreshing', 'sweet', 'watermelon', 'watery']",['35854-86-5'],"['fresh', 'sweet', 'green-melon', 'honeydew', 'cantaloupe', 'cucumber', 'clean']",,"['C6 nonenol', 'cis-6-nonen-1-ol,\xa0melon\xa0alcohol']",
vandor-b,https://pellwall.com/products/vandor-b,Vandor B,liquid,"['aldehydic', 'aroma-chemicals', 'clean', 'floral', 'fresh', 'green', 'ingredients-for-perfumery', 'lily', 'liquids', 'molecules', 'rose']",['5435-64-3'],,,"['3,5,5- trimethyl hexanal', 'green hexanal', 'iso-nonyl aldehyde', 'santanal', 'verdinal']",IFF
pelargene,https://pellwall.com/products/pelargene,Pelargene,liquid,"['aroma-chemicals', 'dewy', 'fixatives', 'floral', 'green', 'ingredients-for-perfumery', 'liquids', 'molecules', 'paeony', 'peony', 'rose']","['30310-41-9', '68039-40-7', '68039-41-8']","['green-leafy', 'floral-geranium']",,"['2-methyl-4-methylidene-6-phenyloxane', 'fenyrane', 'geranium pyran', 'phenirane', 'tetrahydromethyl methylene phenyl pyran']",Givaudan
suederal,https://pellwall.com/products/suederal,Suederal,liquid,"['aroma-chemicals', 'blends-and-bases', 'castoreum', 'ingredients-for-perfumery', 'leather', 'liquids', 'phenolic', 'smoky', 'suede', 'tobacco']",[],"['leathery-suede', 'phenolic', 'tabacco', 'castoreum', 'smoky']",,[],IFF
diola,https://pellwall.com/products/diola,Diola,liquid,"['aroma-chemicals', 'fruity', 'herbal', 'ingredients-for-perfumery', 'lavender', 'liquids', 'molecules', 'paint', 'sweet']",['4747-07-3'],"['sweet', 'paint-like', 'herbal-lavender', 'slightly fruity']",,"['1-methoxyhexane', 'methyl hexyl ether']",IFF
cetonal,https://pellwall.com/products/cetonal,Cetonal,liquid,"['ambergris', 'animalic', 'aroma-chemicals', 'earthy', 'fixatives', 'floral', 'green', 'incense', 'ingredients-for-perfumery', 'leather', 'liquids', 'molecules', 'olibanum', 'orris', 'tobacco', 'velvety', 'violet', 'woody']",['65405-84-7'],,,"['4-(2,6,6-trimethyl-1-cyclohex-2-enyl)pentana', 'orris\xa0butanone']",Givaudan
myrac-aldehyde-10,https://pellwall.com/products/myrac-aldehyde-10,Myrac Aldehyde 10%,,"['airy', 'aldehydic', 'citrus', 'clean', 'floral', 'fresh', 'fruity', 'greasy', 'marine', 'metallic', 'orange', 'outdoors', 'ozone']","['37677-14-8', '52475-89-5']","['citrus', 'aldehydic', 'floral', 'fresh air']",IPM to form a 10% solution of Myrac Aldehyde,"['4-(4-methylpent-3-enyl)cyclohex-3-ene-1-carbaldehyde', 'empetaal;\xa0empetal', 'iso-hexenyl cyclopentenyl carbaldehyde;\xa0myracal;\xa0myraldeine;\xa0myraldene;\xa0myrcenal;\xa0myroldal;\xa0synflor;\xa0towanal;\xa0vertomugal']",
lemonile,https://pellwall.com/products/lemonile,Lemonile,liquid,"['aroma-chemicals', 'cleaning-fluid', 'cologne', 'fresh', 'ingredients-for-perfumery', 'lemon', 'lime', 'liquids', 'metallic', 'molecules', 'radiant', 'verbena']",['61792-11-8'],"['lemon', 'cologne', 'cleaning-fluid', 'metallic']",,"['3,7-dimethylnona-2,6-dienenitrile', 'homogeranyl nitrile']",Givaudan
dimethyl-sulphide-natural-isolate-0-1,https://pellwall.com/products/dimethyl-sulphide-natural-isolate-0-1,Dimethyl sulphide: Natural Isolate 0.1%,liquid,"['aroma-chemicals', 'cabbage', 'coffee-like', 'cooked', 'creamy', 'high-impact-materials', 'ingredients-for-perfumery', 'liquids', 'meaty', 'molecules', 'natural-ingredients-for-perfumery', 'natural-isolates', 'onion', 'rubbery', 'sulphurous', 'vegetable']",['75-18-3'],"['cabbage', 'sulphurous', 'onion', 'creamy']",Ethanol (denat) to form a 0.1% solution of Dimethyl sulphide natural isolate,"['Dimethyl sufide', 'DMS', 'exact-S', 'methane thiomethane', '2-thiopropane']",
cyclamen-blend,https://pellwall.com/products/cyclamen-blend,Cyclamen Blend,liquid,"['aroma-chemicals', 'blends-and-bases', 'floral', 'fresh', 'ingredients-for-perfumery', 'lily', 'liquids', 'paeony', 'pell-wall-specialities', 'peony', 'radiant', 'rich', 'rose', 'sweet']",[],,,[],
isobutyl-methyl-ketone,https://pellwall.com/products/isobutyl-methyl-ketone,Isobutyl Methyl Ketone,liquid,"['aroma-chemicals', 'dairy', 'ethereal', 'fruity', 'green', 'herbal', 'ingredients-for-perfumery', 'juicy', 'liquids', 'molecules', 'sharp', 'solvent-like']",['108-10-1'],"['sharp', 'solvent-like', 'ethereal,\xa0fruity', 'green']",,"['4-methylpentan-2-one', '4-Methyl-2-pentanone', 'Methyl Isobutyl Ketone']",
verdoracine,https://pellwall.com/products/verdoracine,Verdoracine,liquid,"['aroma-chemicals', 'asparagus', 'balsamic', 'carrot', 'dry', 'earthy', 'fresh', 'galbanum', 'green', 'herbal', 'ingredients-for-perfumery', 'lavender', 'liquids', 'molecules', 'natural', 'pine', 'rooty', 'sweet', 'tomato-leaf', 'vegetable', 'vetiver', 'woody']",['14374-92-6'],,,"['2-propenyl-para-cymene', '4-iso-propyl-1-methyl-2-propenyl benzene']",Givaudan
oakmoss-absolute-ifra-compliant,https://pellwall.com/products/oakmoss-absolute-ifra-compliant,Oakmoss Absolute (IFRA compliant),solid,"['absolutes', 'balsamic', 'dry', 'earthy', 'fixatives', 'green', 'hay', 'herbal', 'humus', 'ingredients-for-perfumery', 'mossy', 'natural-ingredients-for-perfumery', 'seaweed', 'solids', 'tobacco', 'woody', 'zanos-collaboration']",['9000-50-4'],"['green', 'woody', 'mossy', 'earthy', 'seaweed', 'tobacco-like']",,['Evernia prunastri Ach'],Payan Bertrand
myrcene,https://pellwall.com/products/myrcene,Myrcene,liquid,"['aroma-chemicals', 'balsamic', 'celery', 'citrus', 'ethereal', 'herbaceous', 'ingredients-for-perfumery', 'laurel-leaf', 'liquids', 'molecules', 'refreshing', 'rose', 'sharp', 'spicy', 'sweet', 'warm', 'woody']",['123-35-3'],,,"['7-methyl-3-methylideneocta-1,6-diene']",
methyl-cinnamate-crystalline,https://pellwall.com/products/methyl-cinnamate-crystalline,Methyl Cinnamate Crystalline,liquid,"['aroma-chemicals', 'balsamic', 'cherry', 'fixatives', 'floral', 'fresh', 'ingredients-for-perfumery', 'labdanum', 'liquids', 'molecules', 'spicy', 'strawberry', 'sweet']",['1754-62-7'],"['balsamic', 'sweet', 'fruity-strawberry', 'fresh']",,"['methyl cinnamylate methyl cinnamate', 'trans', 'methyl-3-phenyl propenoate methyl trans-cinnamate']",
firascone,https://pellwall.com/products/firascone,Firascone,liquid,"['aroma-chemicals', 'berry', 'damascone', 'damascone-like', 'floral', 'fruity', 'green', 'herbaceous', 'ingredients-for-perfumery', 'liquids', 'molecules', 'plum', 'rose', 'rose-oxide', 'saffron', 'spicy', 'sweet', 'warm', 'woody']",['0815580-59-7'],,,"['3-Cyclohexene-1-carboxylic acid', '2,6,6-trimethyl-', 'methyl ester']",Firmenich
clary-sage-absolute-pb,https://pellwall.com/products/clary-sage-absolute-pb,Clary Sage Absolute PB,solid,"['absolutes', 'amber', 'ambergris', 'balsamic', 'bitter-sweet', 'chamomile', 'cistus', 'deep-green', 'fixatives', 'fruity', 'herbaceous', 'herbal', 'ingredients-for-perfumery', 'linalool', 'mossy', 'natural-ingredients-for-perfumery', 'oakmoss', 'solids', 'spicy', 'sweet', 'tea', 'tobacco', 'woody', 'zanos-collaboration']",['8016-63-5'],,,"['Clary Abs;\xa0Salvia sclarea l.', 'Sage (Clary) Absolute']",Payan Bertrand
citral-dimethyl-acetal,https://pellwall.com/products/citral-dimethyl-acetal,Citral Dimethyl Acetal,liquid,"['aroma-chemicals', 'citrus', 'clean', 'floral', 'fresh', 'grapefruit', 'green', 'ingredients-for-perfumery', 'lemon', 'lemon-sherbet', 'lime', 'liquids', 'molecules', 'natural', 'oily', 'sweet', 'vegetable', 'verbena']",['7549-37-3'],,,"['1,1-dimethoxy-3,7-dimethyl-2,6-octadiene', 'Geranial dimethyl acetal', 'Neral dimethyl acetal']",
ambrinol-95,https://pellwall.com/products/ambrinol-95,Ambrinol 95,liquid,"['ambergris', 'animalic', 'aroma-chemicals', 'driftwood', 'ingredients-for-perfumery', 'liquids', 'molecules', 'mossy', 'natural', 'radiant', 'seashore', 'seaweed', 'tobacco']",['41199-19-3'],"['ambergris', 'natural', 'musky', 'animalic', 'tobacco']",,"['1,2,3,4,4a,5,6,7-octahydro-2,5,5-trimethyl-2-naphthol', 'amber naphthalenol', 'alpha-ambrinol']",IFF
spirogalbanone,https://pellwall.com/products/spirogalbanone,Spirogalbanone,liquid,"['aroma-chemicals', 'fixatives', 'fruity', 'galbanum', 'green', 'ingredients-for-perfumery', 'liquids', 'molecules', 'pineapple', 'radiant']",['224031-70-3'],"['green-galbanum', 'fruity-pineapple']",,['1-(spiro[4.5]dec-7-en-7-yl)pent-4-en-1-one'],Givaudan
hyacinth-body-3,https://pellwall.com/products/hyacinth-body-3,Hyacinth Body #3,liquid,"['aroma-chemicals', 'balsamic', 'ethereal', 'fixatives', 'floral', 'green', 'herbal', 'hyacinth', 'ingredients-for-perfumery', 'leafy', 'lilac', 'liquids', 'molecules', 'natural', 'sweet-pea', 'tobacco']",['7493-57-4'],,,"['acetal R', 'acetal S', 'acetaldehyde propyl phenethyl acetal', 'leafy acetal', 'pepital', 'propyl phenethyl acetal', 'resedafol', 'vert de capicine']",IFF
lime-oxide,https://pellwall.com/products/lime-oxide,Lime Oxide,liquid,"['aroma-chemicals', 'citrus', 'fresh', 'green', 'ingredients-for-perfumery', 'lime', 'liquids', 'molecules']",['73018-51-6'],"['citrus-lime', 'fresh', 'green']",,"['2,2,6-trimethyl-2-vinyl tetrahydropyran', 'lime pyran', 'limetol', 'limettol']",Givaudan
hexalon,https://pellwall.com/products/hexalon,Hexalon,liquid,"['aroma-chemicals', 'floral', 'fruity', 'ingredients-for-perfumery', 'ionone-like', 'liquids', 'molecules', 'oily', 'tropical', 'woody']",['79-78-7'],"['fruity-tropical', 'floral-ionone', 'woody', 'oily']",,"['Allyl ionone', 'alpha-allyl ionone', 'allyl-alpha-ionone,\xa0Cetone V', 'Polyone', 'tropical ionone']",IFF
acetate-pa,https://pellwall.com/products/acetate-pa,Acetate PA,liquid,"['aroma-chemicals', 'chamomile', 'cocoa', 'fresh', 'fruity', 'honey', 'ingredients-for-perfumery', 'liquids', 'molecules', 'pineapple', 'sweet']",['7493-74-5'],,,"['2-propenyl phenoxyacetate', 'Allyl Phenoxy Acetate', 'allyl phenoxyacetate']",Givaudan
acetanisole-50,https://pellwall.com/products/acetanisole-50,Acetanisole 50%,solid,"['acacia', 'anisic', 'aroma-chemicals', 'balsamic', 'coumarin', 'cyclamen', 'floral', 'hawthorn', 'ingredients-for-perfumery', 'liquids', 'molecules', 'powdery', 'solids', 'sweet']",[],,,[],
tridecanal-1,https://pellwall.com/products/tridecanal-1,"Tridecanal, 1%",liquid,"['aldehydic', 'ambergris', 'aroma-chemicals', 'citrus', 'clean', 'dry', 'floral', 'fresh', 'grapefruit-peel', 'high-impact-materials', 'ingredients-for-perfumery', 'liquids', 'molecules', 'natural', 'peel', 'petal', 'radiant', 'sweet', 'waxy']",['10486-19-8'],"['fresh-aldehydic', 'clean,\xa0citrus', 'floral-petal,\xa0grapefruit-peel', 'waxy', 'ambergris']",- IPM to form a 1% solution of Tridecanal,"['Aldehyde C13', 'Avalone', 'Avalone M', 'n-Tridecanal', 'tridecyl aldehyde']",
